State,City,Type_of_facilities,Address
TEXAS,EL PASO,TOURIST HOMES,F. Phillips - 704 S. St. Vrain St.
TEXAS,EL PASO,TAVERNS,Daniel's - 403 S. Orange St
TEXAS,EL PASO,DRUG STORES,Donnel - 3201 Nanzana St.
TEXAS,FORT WORTH,HOTELS,Del Rey - 901 Jones St.
TEXAS,FORT WORTH,HOTELS,Jim - 413 - 15 E. Fifth St.
TEXAS,FORT WORTH,TOURIST HOMES,Evan's - 1213 E. Terrell St.
TEXAS,FORT WORTH,SERVICE STATIONS,South Side - 970 E. Humboldt St.
TEXAS,GALVESTON,HOTELS,Oleander - 421 1/2 - 25th St.
TEXAS,GALVESTON,TOURIST HOMES,Miss G. H. Freeman - 1414 - 29th St.
TEXAS,GALVESTON,TOURIST HOMES,Mrs. J. Pope - 2824 Ave. M.
TEXAS,GALVESTON,TAVERNS,Gulf View
TEXAS,GALVESTON,TAVERNS,28th & Boulevard Houston
TEXAS,HOUSTON,HOTELS,Y. M. C .A. - 1217 Bagby St.
TEXAS,HOUSTON,HOTELS,Y. W. C. A. - 506 Louisiana St.
TEXAS,HOUSTON,HOTELS,Coopers - 1011 Dart St.
TEXAS,HOUSTON,HOTELS,Dowling - 3111 Dowling St.
TEXAS,HOUSTON,HOTELS,The Oriental - 421 San Felipe St.
TEXAS,HOUSTON,BEAUTY PARLORS,School & Parlor - 502 Louisiana St.
TEXAS,HOUSTON,BEAUTY PARLORS,Alma's - 2736 Lyons Yes
TEXAS,HOUSTON,TAVERNS,Welsome Café - 2409 Pease Ave.
TEXAS,HOUSTON,TAVERNS,Ballard''s - 1805 Gregg Yes
TEXAS,HOUSTON,DRUG STORES,Langford's - 2409 Pease Ave.
TEXAS,MARSHALL,TOURIST HOMES,Rev. Bailey - 1103 W. Grand Ave.
TEXAS,MEXIA,HOTELS,Carlton - 1 W. Commerce St.
TEXAS,MEXIA,TOURIST HOMES,C. Shannon - 112 S. Belknap St.
TEXAS,MEXIA,TOURIST HOMES,S. P. Miller - 302 N. Denton St.
TEXAS,MEXIA,TOURIST HOMES,L. Ransom - 119 N. Denton St.
TEXAS,MIDLAND,HOTELS,Watson's Hotel
TEXAS,MIDLAND,BEAUTY PARLORS,Beauty Shop Jeanetta
TEXAS,PARIS,HOTELS,Brownrigg - 88 N. 22nd St.
TEXAS,PARIS,HOTELS,Dixon - 22nd & Booth Sts.
TEXAS,PARIS,TOURIST HOMES,Mrs. I. Scott - 155 N. 22nd St.
TEXAS,PITTSBURG,TOURIST HOMES,Bobbie's Place - Happy Hollow
TEXAS,PITTSBURG,TOURIST HOMES,Mrs. S. E. Crawford - Happy Hollow
TEXAS,SAN ANTONIO,HOTELS,Dunbar-
TEXAS,SAN ANTONIO,GARAGES,Mitchells - 805 S. Hackberry St.
TEXAS,TYLER,TOURIST HOMES,Mrs. Thomas - 516 N. Border St.
TEXAS,TYLER,TOURIST HOMES,Mrs. W. Langston - 1010 N. Border St.
TEXAS,TEXARKANA,HOTELS,Brown - 312 1/2 Elm St.
TEXAS,WACO,TOURIST HOMES,B. Ashford - 902 N. 8th St.
TEXAS,WACO,RESTAURANT,Ideal - 107 N. 2nd St.
TEXAS,WACO,BEAUTY PARLORS,Cendivilla - 107 1/2 N. 2nd St.
TEXAS,WACO,BARBER SHOPS,Satchell's - 329 S. 2nd St.
TEXAS,WACO,GARAGES,Edward's - 1029 Elm St.
TEXAS,WAXAHACHIE,TOURIST HOMES,Mrs. A. Nunn - 413 E. Main St.
TEXAS,WAXAHACHIE,TOURIST HOMES,Mrs. M. Johnson - 427 E. Main St.
TEXAS,WAXAHACHIE,TOURIST HOMES,Mrs. N. Lowe - 418 E. Main St.
TEXAS,WAXAHACHIE,TOURIST HOMES,Mrs. N. Jones - 430 E. Main St.
TEXAS,WICHITA FALLS,TOURIST HOMES,E. B. Jeffrey - 509 Juarez St.
TEXAS,WICHITA FALLS,TOURIST HOMES,T. S. Jackson - 303 Park St.
TEXAS,AMARILLO,HOTELS,Watley's - 112 Van Buren St.
TEXAS,AMARILLO,RESTAURANTS,Harlem Grill - 114 Harrison St.
UTAH,SALT LAKE CITY,HOTELS,New Hotel J. H. - 250 West So. Temple
VERMONT,BURLINGTON,HOTELS,The Pates - 86 - 90 Archibald St.
VERMONT,MANCHESTER,HOTELS,Clyde Blackwells-
VERMONT,RUTLAND,TOURIST HOMES,J. H. Meade - 83 Strongs Ave.
VIRGINIA,ABINGDON,TOURIST HOMES,"Mrs. H. Anderson,"
VIRGINIA,ABINGDON,TOURIST HOMES,"Near Fairgrounds, E. End."
VIRGINIA,ABINGDON,TOURIST HOMES,"Mrs. N. Brown, High St."
VIRGINIA,ABINGDON,TOURIST HOMES,"B. Nicholas, Park St."
VIRGINIA,ALEXANDRIA,TOURIST HOMES,"J. T. Holms, 803 Gibbon St."
VIRGINIA,ALEXANDRIA,TOURIST HOMES,"J. A. Barrett, 724 Gibbon St."
VIRGINIA,BRISTOL,HOTELS,"Palace, 210 Front St."
VIRGINIA,CARET,TAVERNS,Sessons Tavern
VIRGINIA,CHARLOTTESVILLE,TOURIST HOMES,Virginia Inn - W. Main St.
VIRGINIA,CHARLOTTESVILLE,TOURIST HOMES,Chauffeur's Rest – 129 Preston Ave.
VIRGINIA,CHARLOTTESVILLE,BARBERSHOPS,Alexander's – 413 Dyce St.
VIRGINIA,CHARLOTTESVILLE,BARBERSHOPS,Jokers – North 4th St.
VIRGINIA,CHARLOTTESVILLE,BEAUTY PARLORS,Apex – 211 West Main St.
VIRGINIA,CHRISTIANSBURG,HOTELS,Eureka
VIRGINIA,DANVILLE,TOURIST HOMES,Mrs. Yancey – 320 Holbrook St.
VIRGINIA,DANVILLE,TOURIST HOMES,Mrs. P. M. Logan – 328 N. Union St.
VIRGINIA,DANVILLE,TOURIST HOMES,"Mrs. M. K. Page, 434 Holbrook St."
VIRGINIA,DANVILLE,TOURIST HOMES,"Mrs. S. A. Overbey, Holbrook St."
VIRGINIA,DUNBARTON,TOURIST HOMES,H. Jackson – Rt. No. 1 Box 322
VIRGINIA,FARMVILLE,TAVERNS,"Ried's – 200 Block, Main St."
VIRGINIA,FARMVILLE,SERVICE STATIONS,Clark's – Main St.
VIRGINIA,FREDERICKSBURG,HOTELS,"McGuire, 521 Princess Ann St."
VIRGINIA,FREDERICKSBURG,HOTELS,"Rappshsnock, 520 Princess Ann St."
VIRGINIA,FREDERICKSBURG,TOURIST HOMES,"Mrs. B. Scott, 207 5th St."
VIRGINIA,HARRISONBURG,TOURIST HOMES,Mrs. Johnson – 371 N. Federal St.
VIRGINIA,HARRISONBURG,RESTAURANTS,Frank's – 145 E. Wolf St.
VIRGINIA,LEXINGTON,TOURIST HOMES,The Franklin – 9 Tucker St.
VIRGINIA,LEXINGTON,TAVERNS,Rose Inn – 331 N. Main St.
VIRGINIA,LYNCHBURG,HOTELS,Y. W. C. A. – 613 Monroe St.
VIRGINIA,LYNCHBURG,HOTELS,"Manhattan, 1001 5th St."
VIRGINIA,LYNCHBURG,HOTELS,Petersburg – 66 9th St.
VIRGINIA,LYNCHBURG,TOURIST HOMES,"Mrs. C. Harper, 1109 8th St."
VIRGINIA,LYNCHBURG,TOURIST HOMES,"Mrs. M. Thomas, 919 Polk"
VIRGINIA,LYNCHBURG,TOURIST HOMES,"Mrs. Smith, 504 Jackson"
VIRGINIA,LYNCHBURG,TOURIST HOMES,Happyland Lake Home – 812 5th Ave.
VIRGINIA,LYNCHBURG,ROAD HOUSES,"Goldendale Inn, 1001 5th St."
VIRGINIA,LYNCHBURG,TAVERNS,King's – 5th & Monroe
VIRGINIA,LYNCHBURG,BEAUTY PARLORS,"Selma's, 1002 5th St."
VIRGINIA,LYNCHBURG,SERVICE STATIONS,United – 1016 Fifth St.
VIRGINIA,NATURAL BRIDGE,TOURIST HOMES,Mountain View Cottage
VIRGINIA,NEWPORT NEWS,TOURIST HOMES,"Mrs. W. E. Barron, 758 25th St."
VIRGINIA,NEWPORT NEWS,TOURIST HOMES,"Mrs. W. R. Cooks, 2211 Marshall A."
VIRGINIA,NEWPORT NEWS,TOURIST HOMES,"Mrs. W. Herndon, 753 26th St."
VIRGINIA,NEWPORT NEWS,TOURIST HOMES,"Mrs. C. Stephents, 1909 Marshall A."
VIRGINIA,NEWPORT NEWS,TOURIST HOMES,"Mrs. J. H. Taliaferro, 2206 Marshall Ave."
VIRGINIA,NEWPORT NEWS,RESTAURANTS,Tavern Rest – 2108 Jefferson
VIRGINIA,NEWPORT NEWS,TAVERNS,Ritz – 636 25th St.
VIRGINIA,NEWPORT NEWS,BEAUTY PARLORS,"Rattrie's, 300 Chestnut Ave."
VIRGINIA,NEWPORT NEWS,SERVICE STATIONS,"Ridley's, Orcutt Avenue & 30th St."
VIRGINIA,NORFOLK,HOTELS,Y. W. C. A. – 729 Washington Ave.
VIRGINIA,NORFOLK,HOTELS,Wheatley – Brambleton Ave.
VIRGINIA,NORFOLK,HOTELS,Tatum's Inn – 453 Brewer St.
VIRGINIA,NORFOLK,HOTELS,"Prince George, 1751 Church St."
VIRGINIA,NORFOLK,TOURIST HOMES,Mrs. S. Noble – 725 Chaple St.
VIRGINIA,NORFOLK,BEAUTY PARLORS,Jordan's – 526 Brambleton Ave.
VIRGINIA,NORFOLK,BEAUTY PARLORS,Vel-Ber St. Ann – 1008 Church St.
VIRGINIA,NORFOLK,BEAUTY PARLORS,Yeargen's – 1685 Church St.
VIRGINIA,NORFOLK,TAVERNS,"Peoples, Church & Calvert Sts."
VIRGINIA,NORFOLK,TAVERNS,Russell's – 835 Church St.
VIRGINIA,NORFOLK,SERVICE STATIONS,Alston's – Cor. 20th & Church St.
VIRGINIA,NORFOLK,SERVICE STATIONS,Mac's – 1625 Church St.
VIRGINIA,PETERSBURG,HOTELS,"The Walker House, 116 South"
VIRGINIA,PETERSBURG,TOURIST HOMES,"Mrs. E. Johnson, 116 South Ave."
VIRGINIA,PETERSBURG,NIGHT CLUBS,Chatter Boy – 143 Harrison St.
VIRGINIA,PHOEBUS,RESTAURANTS,"Ye Shingle Inn, 17 E. County St."
VIRGINIA,RICHMOND,HOTELS,Miller's & Archers – 3rd and Clay
VIRGINIA,RICHMOND,HOTELS,"Slaughters, 514 N. 2nd St."
VIRGINIA,RICHMOND,TOURIST HOMES,"Mrs. E. Brice, 14 W. Clay St."
VIRGINIA,RICHMOND,TOURIST HOMES,"Y. W. C. A., 515 N. 7th St."
VIRGINIA,RICHMOND,TOURIST HOMES,L. Bradford – 3 Chop Rd.
VIRGINIA,RICHMOND,TOURIST HOMES,Jacks Colored Tourist – Route 11
VIRGINIA,RICHMOND,RESTAURANTS,"Cora's Waffle Shop, Leigh & 5th St."
VIRGINIA,RICHMOND,BEAUTY PARLORS,"Rest- A- Bit, 619 N. 3rd St."
VIRGINIA,RICHMOND,SERVICE STATIONS,Preston St. – 2nd and Preston Sts.
VIRGINIA,RICHMOND,SERVICE STATIONS,Cameron's – Brook Ave. & W. Clay St.
VIRGINIA,RICHMOND,SERVICE STATIONS,Harris – 400 N. Henry St.
VIRGINIA,RICHMOND,BARBER SHOPS,Wright's – 412 East Leigh St.
VIRGINIA,ROANOKE,HOTELS,Dumas – Henry St. N. W.
VIRGINIA,ROANOKE,TOURIST HOMES,Y. M. C. A. – 28 Wells Ave. N. W.
VIRGINIA,ROANOKE,TOURIST HOMES,"Y. W. C. A. – 208 – 2nd St., N. W."
VIRGINIA,ROANOKE,TAVERNS,Tom's Place
VIRGINIA,ROANOKE,TAVERNS,F. & G. – 114 N. Henry St.
VIRGINIA,ROANOKE,GARAGES,Maple Leaf – High St. at Henry
VIRGINIA,SOUTH HILL,HOTELS,"Brown's – Melvin Brown, Prop."
VIRGINIA,SOUTH HILL,HOTELS,"Groom's – John Groom, Prop."
VIRGINIA,STAUNTON,HOTELS,"Pannell's Inn, 613 N. Augusta St."
VIRGINIA,STAUNTON,TOURIST HOMES,F. T. Jones – 515 Baptist St.
VIRGINIA,STAUNTON,RESTAURANTS,Johnson's – 301 N. Central Ave.
VIRGINIA,TAPPAHANNOCK,HOTELS,McGuire's Inn – Marsh St.
VIRGINIA,WINCHESTER,HOTELS,"New Evans Hotel, Sharp St."
VIRGINIA,WINCHESTER,TOURIST HOMES,"Mrs. Jos. Willis, N. Main St."
VIRGINIA,WINCHESTER,TOURIST HOMES,"Dunbar Tea Room, 21 W. Hart St."
VIRGINIA,WINCHESTER,RESTAURANTS,Ruth's – 128 E. Cecil St.
WASHINGTON,EVERETT,TOURIST HOMES,Mrs. J. Samuels – 2214 Wedmore Ave.
WASHINGTON,EVERETT,TOURIST HOMES,Mrs. J. T. Payne – 2132 Oaks Ave.
WASHINGTON,EVERETT,TOURIST HOMES,Mrs. G. Samuels – 3620 Hoyt Ave.
WASHINGTON,SEATTLE,HOTELS,Coast – 901 King St.
WASHINGTON,SEATTLE,HOTELS,Atlas – 420 Maynard St.
WASHINGTON,SEATTLE,HOTELS,Y. W. C. A. – 102 - 21 North St.
WASHINGTON,SEATTLE,TOURIST HOMES,Garner – 2220 East Madison
WASHINGTON,SEATTLE,RESTAURANTS,Smith – 2229 East Madison
WASHINGTON,SEATTLE,RESTAURANTS,Tokyo – 855 Jackson St.
WASHINGTON,SEATTLE,RESTAURANTS,Dixie Chicken Inn – 928 – 12th Ave.
WASHINGTON,SEATTLE,SERVICE STATIONS,Moszee – 19 E. Madison
WASHINGTON,SEATTLE,BEAUTY PARLOR,Jones – 2223 East Madison
WASHINGTON,SEATTLE,BEAUTY PARLOR,Pauline's – 2221 East Madison
WASHINGTON,SEATTLE,BARBER SHOP,Hayes – 2227 East Madison
WASHINGTON,SEATTLE,BARBER SHOP,Stockards – 2032 East Madison
WASHINGTON,SEATTLE,BARBER SHOP,Dicks – 413 Maynard St.
WASHINGTON,SEATTLE,TAVERNS,Stoemer – 2047 East Madison
WASHINGTON,SEATTLE,TAVERNS,Hil Top – 1200 Jackson St.
WASHINGTON,TACOMA,TOURIST HOMES,"Mrs. A. Robinson – 1906 S. ""I"" St."
WASHINGTON,TACOMA,TOURIST HOMES,Mrs. J. H. Cart – 1017 S. Trafton St.
WASHINGTON,WALLA WALLA,TOURIST HOMES,Wayside Inn – 1107 W. Willow
WASHINGTON,YAKIMA,TOURIST HOMES,H. C. Deering – 508 S. 3rd St.
WASHINGTON,YAKIMA,TOURIST HOMES,L. A. Branum – 515 S. 1st
WASHINGTON,YAKIMA,TOURIST HOMES,Mrs. W. H. Jones – 310 Third Ave.
WEST VIRGINIA,BECKLEY,RESTAURANTS,Home Service – 338 1/2 S. Fayette St.
WEST VIRGINIA,BLUEFIELD,TOURIST HOMES,Traveler's Inn – 602 Raleigh St.
WEST VIRGINIA,CHARLESTON,HOTELS,Ferguson
WEST VIRGINIA,CHARLESTON,TAVERNS,White Front - 1007 Washington St.
WEST VIRGINIA,CHARLESTON,TAVERNS,Palace Cafe - 910 Washington St.
WEST VIRGINIA,HUNTINGTON,HOTELS,Southern - 921 8th Ave.
WEST VIRGINIA,HUNTINGTON,HOTELS,Fair
WEST VIRGINIA,HUNTINGTON,HOTELS,"Massey's, 837 7th Ave."
WEST VIRGINIA,HUNTINGTON,HOTELS,"The Ross, 911 8th Ave."
WEST VIRGINIA,HUNTINGTON,TOURIST HOMES,"E. Washington, 1657 8th Ave."
WEST VIRGINIA,HUNTINGTON,TOURIST HOMES,Mrs. R. J. Lewis - 1412 10th Ave.
WEST VIRGINIA,HUNTINGTON,TOURIST HOMES,Mrs. C. J. Barnett - 810 7th Ave.
WEST VIRGINIA,HUNTINGTON,TOURIST HOMES,Mrs. Jones - 1824 10th ave.
WEST VIRGINIA,HUNTINGTON,TOURIST HOMES,Mrs. B. Bowling - 1517 8th Ave.
WEST VIRGINIA,HUNTINGTON,RESTAURANTS,"J. Gross, 839 7th Ave."
WEST VIRGINIA,HUNTINGTON,TAVERNS,"Monroe's, 1616 8th Ave."
WEST VIRGINIA,HUNTINGTON,TAVERNS,The Alpha - 1624 8th Ave.
WEST VIRGINIA,HUNTINGTON,NIGHT CLUBS,"Appomattox Club, 1659 8th Ave."
WEST VIRGINIA,HUNTINGTON,BARBER SHOPS,"J. Harriston, 1615 8th Ave."
WEST VIRGINIA,HUNTINGTON,BEAUTY PARLORS,"Mrs. Pack, 1612 Artisen Ave."
WEST VIRGINIA,HUNTINGTON,SERVICE STATION,"Sterling, Cor 12th St. & 3rd Ave."
WEST VIRGINIA,HUNTINGTON,GARAGE,"South Side, 716 8th Ave."
WEST VIRGINIA,PARKERSBURG,NIGHT CLUBS,American Legion - 812 Avery St.
WEST VIRGINIA,WELCH,HOTELS,Capheart - 14 Virginia Ave.
WEST VIRGINIA,WHEELING,TOURIST HOMES,Mrs. W. Turner - 114 12th St.
WEST VIRGINIA,WHEELING,TOURIST HOMES,Mrs. C. Early - 132 12th St.
WEST VIRGINIA,WHEELING,TOURIST HOMES,Mrs. R. Williams -
WEST VIRGINIA,WHEELING,TOURIST HOMES,1007 Chapline St.
WEST VIRGINIA,WHEELING,RESTAURANTS,Singetlery - 1043 Chapline St.
WEST VIRGINIA,WHEELING,NIGHT CLUBS,American Legion - 1516 Main St.
WEST VIRGINIA,WHEELING,NIGHT CLUBS,Elks Club - 1010 Chapline St.
WEST VIRGINIA,WHEELING,BEAUTY PARLORS,Miss Hall - Chapline St.
WEST VIRGINIA,WHEELING,BEAUTY PARLORS,Miss Taylor - Chapline St.
WEST VIRGINIA,WHITE SULPHUR SPRINGS,TOURIST HOMES,Brooks - 138 Church St.
WISCONSIN,FOND DU LAC,TOURIST HOMES,Mrs. E. Pirtle - 45 E. 11th St.
WISCONSIN,FOND DU LAC,TOURIST HOMES,Mrs. V. Williams -
WISCONSIN,FOND DU LAC,TOURIST HOMES,97 S. Seymour St.
WISCONSIN,OSHKOSH,TOURIST HOMES,L. Shadd - 37 King St.
WISCONSIN,OSHKOSH,TOURIST HOMES,F. Pemberton - 239 Liberty St.
WYOMING,CASPER,TOURIST HOMES,Mrs. J. E. Edwards - 347 N. Grant
WYOMING,CASPER,TOURIST HOMES,H. Keeling - 331 N. Grant
WYOMING,CASPER,TOURIST HOMES,Mrs. G. Anderson - 320 N. Lincoln Street
WYOMING,CHEYENNE,HOTELS,Barbeque Inn - 622 W. 20th St.
WYOMING,CHEYENNE,TOURIST HOMES,Mrs. I. Randall - 612 W. 18th St.
WYOMING,CHEYENNE,TOURIST HOMES,Mrs. M. Herman - 621 W. 18th St.
WYOMING,ROCK SPRINGS,TOURIST HOMES,Mrs. R. Collins - 915 7th St.
